prediction,true
0.07435807,-0.387
-0.31122269,0.071
0.19731571,0.73
0.38900576,-0.208
0.00543048,0.028
0.53927187,0.478
-0.06718304,-0.316
-0.20011448,-0.739
0.34025134,-0.913
-0.32088927,0.895
-0.04186012,-0.208
0.10522054,-0.36
0.41101091,0.168
-0.11290775,-0.73
0.15100395,1.226
0.18051858,-0.202
-0.09784773,-0.463
-0.00971708,-0.247
-0.11403901,-0.676
-0.00587056,-0.37
0.11605941,-0.465
0.08433273,0.708
0.17142049,-0.469
-0.06287684,-0.855
-0.17164471,-0.247
0.13021411,-0.417
0.258119,-0.242
-0.23904677,-0.905
0.09726558,-0.729
-0.06209021,-0.385
-0.53197378,-0.388
0.37483694,0.043
-0.30854726,-0.105
-0.31803179,-0.459
-0.01280954,-0.011
